"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"54465","US-Mexico Border","November 19, 2020","2020","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-113.078464000000, 32.279368000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54464","US-Mexico Border","November 19, 2020","2020","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-113.062101000000, 32.259404000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54476","Europe","November 19, 2020","2020","Nov","1","","1","","","1","","Hit by vehicle","A16 Motorway, near entrance to the Channel Tunnel, France","Calais Migrant Solidarity ","50.938520554438, 1.739093505103","English Channel to the UK","https://archive.vn/NHElw","Western Europe","3"
"54463","US-Mexico Border","November 19, 2020","2020","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.562690000000, 31.822720000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54762","US-Mexico Border","November 18, 2020","2020","Nov","1","","1","","1","","","Accident (fell from border wall)","Hospital in Chula Vista, San Diego County, California, USA - Succumbed to injuries after falling from border wall","San Diego County Medical Examiner","32.650986100000, -116.961096200000","","","Northern America","5"
"54324","Mediterranean","November 18, 2020","2020","Nov","2","","2","","","","","Presumed drowning","Bodies washed ashore at Zawiya, Al-Harsha, Libya","IOM Libya","32.763960300000, 12.673300900000","Central Mediterranean","","Uncategorized","4"
"54336","US-Mexico Border","November 16, 2020","2020","Nov","1","","1","","","1","","Fell from train","On the train tracks between Medias Aguas and Tierra Blanca, Jesus Carranza Municipality, Veracruz, Mexico","Diario del Itsmo","17.437372800000, -95.031802200000","","https://archive.ph/G99p4","Central America","1"
"54318","Sub-Saharan Africa","November 15, 2020","2020","Nov","5","30","35","66","","1","","Presumed drowning","Shipwreck off the coast of Sal, Cape Verde (boat departed from Mbour, Senegal) - bodies washed ashore in the upcoming days","IOM Cape Verde, Infomigrants","16.734506150095, -22.845940148047","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/QnthV","Uncategorized","4"
"54461","US-Mexico Border","November 15, 2020","2020","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-109.282767000000, 31.483133000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54783","North Africa","November 14, 2020","2020","Nov","","12","12","51","","","","Presumed drowning","Off the coast of Boujadour, Morocco - boat departed 10 days before from Mauritania","Alarm Phone, Village du Migrant","26.029113900186, -14.701714680469","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/7xtNL, https://archive.ph/ApN7w","Uncategorized","4"
"54346","US-Mexico Border","November 13, 2020","2020","Nov","1","","1","","","","","Presumed drowning","Rio Bravo at Matamoros, Tamaulipas, Mexico","El Manana","25.878862936717, -97.496214467676","","https://archive.vn/rHStw","Central America","1"
"54309","Middle East","November 13, 2020","2020","Nov","2","","2","29","","","","Vehicle  accident","Tusba district, Van province, Turkey","Daily Sabah, TRT Haber","38.501208500000, 43.372979300000","","https://archive.vn/k5QtQ, https://bit.ly/3kJSgiS","Western Asia","3"
"54483","Mediterranean","November 13, 2020","2020","Nov","14","","14","","","14","","Presumed drowning","Boat named ""Fatma Al Zahraa"" sailed on 13 Nov from Dellys, Boumerdès Province, Algeria en route to Balearic Islands and went missing in unspecified location at sea","Echorouk Online, Héroes del Mar, Boumerdes City, Boumerdes News, Haraga DZ TV","37.054250024982, 3.933056265234","Western Mediterranean","https://archive.vn/O108Y, https://archive.vn/Z6maw, https://archive.vn/Bsdjj, https://archive.vn/Ehtg2, https://archive.vn/zn2SM","Uncategorized","4"
"54305","Mediterranean","November 13, 2020","2020","Nov","2","","2","199","","","","Unknown","Boat intercepted at 33 18 N 012 44 E, off the coast of Libya","IOM Libya","33.323270277016, 12.436419010937","Central Mediterranean","","Uncategorized","4"
"54304","Mediterranean","November 12, 2020","2020","Nov","57","18","75","48","3","","","Presumed drowning","Off the coast of Al Khums, Libya (rescued by fishermen, boat departed from Al Khums on 11 November at 21:00) and bodies washed ashore at Al Khums, Libya in following days","IOM Libya","32.722610732549, 14.331756932227","Central Mediterranean","https://archive.vn/kecFc","Uncategorized","4"
"54303","Mediterranean","November 12, 2020","2020","Nov","","20","20","3","","","","Presumed drowning","Off the coast of Surman, Azzawaya, Libya - last know position 33.483, 12.683 - departed from Zuwara on 09.11 around 4:00 AM. ","IOM Libya, MSF, Alarm Phone","33.058226162090, 12.144145714258","Central Mediterranean","https://archive.vn/iNpBq, https://archive.vn/734p8","Uncategorized","4"
"54308","Sub-Saharan Africa","November 12, 2020","2020","Nov","15","","15","","","","","Presumed drowning","Bodies recovered from the sea by different boats and brought to Dakar, Senegal.","PressAfrik","14.716677000000, -17.467686100000","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/uoOYP","Uncategorized","1"
"54296","Mediterranean","November 12, 2020","2020","Nov","1","","1","","","1","1","Respiratory arrest","On board of the Open Arms - he was rescued the day before around 70 miles off the coast of Libya","Open arms","32.604517081940, 16.349424750000","Central Mediterranean","https://archive.vn/bHdDR, https://archive.vn/kX6RI","Uncategorized","4"
"54499","Mediterranean","November 12, 2020","2020","Nov","4","7","11","","","","","Presumed drowning","Boat sailed on 11 Nov potentially from Oran, Algeria before disappearing. 4 bodies washed up on the shore of Mosteganem, Algeria, rest missing","El Watan","36.211754905337, -0.425416021875","Western Mediterranean","https://archive.vn/03LXr","Uncategorized","1"
"54678","US-Mexico Border","November 11, 2020","2020","Nov","1","","1","","","1","","Drowning","All American Canal near Winterhaven, Imperial County, California, USA","Imperial County Coroner's Office","33.094364000000, -115.780323700000","","","Northern America","5"
"54480","North Africa","November 11, 2020","2020","Nov","","5","5","8","","5","","Presumed drowning","Boat sailed from El Mansouria en route to Spain and capsized near David beach between Bouznika and Mohammedia, Morocco ","RifRess, TeleMaroc, Banassa","33.673836474400, -7.488538171680","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/Prpr4, https://archive.vn/Qt4sL, https://archive.vn/u1n6b","Uncategorized","3"
"54298","Central America","November 11, 2020","2020","Nov","1","","1","","","1","","Shot","Abasolo st., Yuriria, Guanajuato, Mexico","Periódico Correo","20.209429000000, -101.126289400000","","https://archive.vn/hRxKS","Central America","1"
"54473","US-Mexico Border","November 11, 2020","2020","Nov","1","","1","","","1","","Shot","Tapachula-Puerto Madero Highway, km10.5, Santa Teresa, Chiapas, Mexico","Diario del Sur","16.102713500000, -92.053040600000","","https://archive.ph/xWsJ7","South America","1"
"54297","Mediterranean","November 11, 2020","2020","Nov","5","","5","","2","3","","Drowning","Recovered from sea during SAR operation executed by Open Arms at 33º22,97'N 012º23,91'E","Open Arms","33.121293119781, 16.261534125000","Central Mediterranean","https://archive.vn/vlxAj, https://archive.vn/Cf9bw","Uncategorized","4"
"54307","Sub-Saharan Africa","November 11, 2020","2020","Nov","1","","1","","","","","Presumed drowning","Body recovered from the sea off the coast of Soumbédioune, Dakar, Senegal","PressAfrik","14.677686300000, -17.458369300000","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/5esUy","Uncategorized","1"
"54650","Mediterranean","November 10, 2020","2020","Nov","4","7","11","","","","","Presumed drowning","Remains washed ashore at Mosteganem, Algeria - Boat sailed on 4 Nov potentially from Oran, Algeria before disappearing","Héroes del Mar, El Watani","35.931145400000, 0.090941400000","Western Mediterranean","https://archive.vn/oKjdS, https://archive.vn/03LXr","Uncategorized","4"
"54289","Mediterranean","November 10, 2020","2020","Nov","1","13","14","11","3","11","1","Presumed drowning","Unspecified location off the coast of Libya - boat departed from Zwara on 09.11.2020","IOM Libya","33.092748731085, 12.143459068750","Central Mediterranean","","Uncategorized","4"
"54708","US-Mexico Border","November 10, 2020","2020","Nov","1","","1","","","1","","Presumed drowning","8000 International Blvd, Donna, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office","26.113363000000, -97.959136000000","","","Northern America","5"
"54496","Mediterranean","November 09, 2020","2020","Nov","","2","2","","","","","Presumed drowning","Off the coast of Alicante, Spain","Spanish Red Cross","38.226379639063, -0.253106154297","Western Mediterranean","","Uncategorized","4"
"54460","US-Mexico Border","November 09, 2020","2020","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-113.117033000000, 32.470967000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54459","US-Mexico Border","November 09, 2020","2020","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.485580000000, 32.211200000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54497","Caribbean","November 09, 2020","2020","Nov","","18","18","","","3","","Presumed drowning","Boat departed from Cárdenas, Province of Matanzas, Cuba, bound for Miami, USA","Diario de Cuba, Cuba en Miami, Actualidad Ultimas Noticias","23.837606198293, -80.974049906485","","https://archive.ph/618qq, https://archive.ph/npZxa, https://archive.ph/tnewY","Caribbean","3"
"54364","Mediterranean","November 08, 2020","2020","Nov","3","","3","","","","","Presumed drowning","Bodies washed ashore at Seilin, Al Khums, Libya","IOM Libya","32.650950500000, 14.267898900000","Central Mediterranean","","Uncategorized","4"
"54283","Mediterranean","November 08, 2020","2020","Nov","1","","1","24","","1","","Drowning","Off the coast of Samos, Greece","Hellenic Coast Guard via IOM Greece","37.774327098356, 27.080766926172","Eastern Mediterranean","","Uncategorized","5"
"54288","Central America","November 08, 2020","2020","Nov","1","","1","","","","","Fire","Close to the train tracks, Avantram neighborhood, San Luis Potosí, San Luis Potosí, Mexico","El Universal, Zona Potosina","22.156469900000, -100.985540900000","","https://archive.vn/pVRbk, https://archive.vn/Zmz5O","Central America","3"
"54558","North Africa","November 07, 2020","2020","Nov","1","","1","158","","","","Unknown (presumed dehydration, hypothermia)","Body found on board of a boat, rescued 33 miles off of El Hierro, Canary Islands, Spain","EFE, AP","27.210848141968, -17.205819554687","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/S0feY, https://archive.vn/w6TI1","Uncategorized","3"
"54707","US-Mexico Border","November 07, 2020","2020","Nov","1","","1","","","1","","Presumed drowning","1312 Military, La Joya, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office","26.092678400000, -98.187400800000","","","Northern America","5"
"54282","US-Mexico Border","November 06, 2020","2020","Nov","1","","1","","","","","Run over by car","In a trauma center in Palm Springs, California - after being run over on an undetermined road in Calexico, California, USA.","US Border Patrol","33.830296100000, -116.545292100000","","https://archive.vn/zMgDR","Northern America","5"
"54275","Mediterranean","November 05, 2020","2020","Nov","","14","14","","4","8","2","Presumed drowning","Unspecified location in the Alboran Sea","Helena Maleno, Caminando Fronteras","36.214401400000, -3.419552700000","Western Mediterranean","https://archive.vn/66X3o","Uncategorized","4"
"54284","Europe","November 05, 2020","2020","Nov","1","","1","","","","","Unknown (presumed stabbing)","On Adema Buče Street, Novi Grad Municipality, Sarajevo, Bosnia and Herzegovina","Faktor","43.858537000000, 18.353742300000","Western Balkans","https://archive.vn/GPJkn","Southern Europe","1"
"54458","US-Mexico Border","November 05, 2020","2020","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-112.522818000000, 32.399406000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54854","US-Mexico Border","November 05, 2020","2020","Nov","1","","1","","","1","","Vehicle Accident","At the intersection between Zapata Highway and Barrio street, Laredo, Texas, USA","El mañana, KGNS, LMTonline","27.487771600000, -99.471489600000","","https://archive.ph/7J8qP, https://archive.ph/VwVmR, https://archive.ph/G380M","Northern America","3"
"54277","North Africa","November 04, 2020","2020","Nov","1","","1","71","","","","Unknown (presumed dehydration, hypothermia)","Body found onboard a boat rescued south of Tenerife, Canary Islands, Spain - disembarked at Los Cristianos Port","EFE Canarias, AP","27.241688314810, -16.684062040625","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/g0QYt, https://archive.vn/GcQSz","Uncategorized","3"
"54276","Mediterranean","November 04, 2020","2020","Nov","4","","4","","","","","Drowning","In a sewage canal at the port station of Beni Ensar, Nador, Morocco, trying to cross to Melilla","InfoMigrants, Morocco World News","35.265300700000, -2.932191100000","Western Mediterranean","https://archive.vn/k8bZD, https://archive.vn/n5VKZ","Northern Africa","3"
"54457","US-Mexico Border","November 04, 2020","2020","Nov","1","","1","","1","","","Probable hyperthermia","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-109.295000000000, 32.076389000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54287","Mediterranean","November 03, 2020","2020","Nov","1","","1","","","","","Pressumed drowning","Body seen at the coast of Lampedusa, Italy - presumably, the death happened days or weeks before","Mediterraneo Cronaca","35.508621800000, 12.592920000000","Central Mediterranean","https://archive.vn/RXdeJ","Uncategorized","1"
